line_id,direction,time_period_id,station_id,total_ons
blue,1,time_period_08,place-aqucl,43867
blue,1,time_period_08,place-bmmnl,596
blue,1,time_period_08,place-bomnl,12157
blue,1,time_period_08,place-gover,156766
blue,1,time_period_08,place-mvbcl,6126
blue,1,time_period_08,place-orhte,1492
blue,1,time_period_08,place-rbmnl,289
blue,1,time_period_08,place-sdmnl,153
blue,1,time_period_08,place-state,96722
blue,1,time_period_08,place-wimnl,1770
blue,1,time_period_08,place-wondl,0
blue,1,time_period_09,place-aport,2807
blue,1,time_period_09,place-aqucl,9141
blue,1,time_period_09,place-bmmnl,96
blue,1,time_period_09,place-bomnl,1301
blue,1,time_period_09,place-gover,35583
blue,1,time_period_09,place-mvbcl,1688
blue,1,time_period_09,place-orhte,302
blue,1,time_period_09,place-rbmnl,12
blue,1,time_period_09,place-sdmnl,49
blue,1,time_period_09,place-state,20222
blue,1,time_period_09,place-wimnl,274
blue,1,time_period_09,place-wondl,0
green,0,time_period_01,place-alsgr,0
green,0,time_period_01,place-armnl,1082
green,0,time_period_01,place-babck,1
green,0,time_period_01,place-bckhl,0
green,0,time_period_01,place-bcnfd,13
green,0,time_period_01,place-bcnwa,0
green,0,time_period_01,place-bland,51
green,0,time_period_01,place-bndhl,0
green,0,time_period_01,place-boyls,1397
green,0,time_period_01,place-brico,0
green,0,time_period_01,place-brkhl,39
green,0,time_period_01,place-brmnl,16
green,0,time_period_01,place-bucen,34
green,0,time_period_01,place-buest,8
green,0,time_period_01,place-buwst,1
green,0,time_period_01,place-bvmnl,467
green,0,time_period_01,place-chhil,1
green,0,time_period_01,place-chill,0
green,0,time_period_01,place-chswk,0
green,0,time_period_01,place-clmnl,0
green,0,time_period_01,place-coecl,1763
green,0,time_period_01,place-cool,0
green,0,time_period_01,place-denrd,0
green,0,time_period_01,place-eliot,0
green,0,time_period_01,place-engav,0
green,0,time_period_01,place-fbkst,0
green,0,time_period_01,place-fenwd,20
green,0,time_period_01,place-fenwy,38
green,0,time_period_01,place-gover,32583
green,0,time_period_01,place-grigg,0
green,0,time_period_01,place-haecl,21729
green,0,time_period_01,place-harvd,3
green,0,time_period_01,place-hsmnl,0
green,0,time_period_01,place-hwsst,0
green,0,time_period_01,place-hymnl,779
green,0,time_period_01,place-kencl,330
green,0,time_period_01,place-kntst,0
green,0,time_period_01,place-lake,0
green,0,time_period_01,place-lech,5860
green,0,time_period_01,place-lngmd,61
green,0,time_period_01,place-longw,59
green,0,time_period_01,place-mfa,44
green,0,time_period_01,place-mispk,19
green,0,time_period_01,place-newtn,8
green,0,time_period_01,place-newto,4
green,0,time_period_01,place-north,4979
green,0,time_period_01,place-nuniv,120
green,0,time_period_01,place-pktrm,13521
green,0,time_period_01,place-plsgr,0
green,0,time_period_01,place-prmnl,308
green,0,time_period_01,place-river,0
green,0,time_period_01,place-rsmnl,78
green,0,time_period_01,place-rvrwy,9
green,0,time_period_01,place-smary,0
green,0,time_period_01,place-sougr,0
green,0,time_period_01,place-spmnl,492
green,0,time_period_01,place-sthld,0
green,0,time_period_01,place-stpul,0
green,0,time_period_01,place-sumav,0
green,0,time_period_01,place-symcl,383
green,0,time_period_01,place-tapst,0
green,0,time_period_01,place-waban,3
green,0,time_period_01,place-wascm,0
green,0,time_period_01,place-woodl,0
green,0,time_period_01,place-wrnst,0
green,0,time_period_02,place-alsgr,444
green,0,time_period_02,place-armnl,6295
green,0,time_period_02,place-babck,53
green,0,time_period_02,place-bckhl,72
green,0,time_period_02,place-bcnfd,596
green,0,time_period_02,place-bcnwa,99
green,0,time_period_02,place-bland,129
green,0,time_period_02,place-bndhl,48
green,0,time_period_02,place-boyls,5858
green,0,time_period_02,place-brico,131
green,0,time_period_02,place-brkhl,254
green,0,time_period_02,place-brmnl,115
green,0,time_period_02,place-bucen,113
green,0,time_period_02,place-buest,67
green,0,time_period_02,place-buwst,25
green,0,time_period_02,place-bvmnl,3305
green,0,time_period_02,place-chhil,130
green,0,time_period_02,place-chill,67
green,0,time_period_02,place-chswk,27
green,0,time_period_02,place-clmnl,0
green,0,time_period_02,place-coecl,10750
green,0,time_period_02,place-cool,321
green,0,time_period_02,place-denrd,4
green,0,time_period_02,place-eliot,78
green,0,time_period_02,place-engav,5
green,0,time_period_02,place-fbkst,16
green,0,time_period_02,place-fenwd,41
green,0,time_period_02,place-fenwy,583
green,0,time_period_02,place-gover,81165
green,0,time_period_02,place-grigg,247
green,0,time_period_02,place-haecl,31181
green,0,time_period_02,place-harvd,1282
green,0,time_period_02,place-hsmnl,0
green,0,time_period_02,place-hwsst,27
green,0,time_period_02,place-hymnl,3989
green,0,time_period_02,place-kencl,4515
green,0,time_period_02,place-kntst,7
green,0,time_period_02,place-lake,0
green,0,time_period_02,place-lech,12632
green,0,time_period_02,place-lngmd,179
green,0,time_period_02,place-longw,633
green,0,time_period_02,place-mfa,186
green,0,time_period_02,place-mispk,88
green,0,time_period_02,place-newtn,370
green,0,time_period_02,place-newto,303
green,0,time_period_02,place-north,29947
green,0,time_period_02,place-nuniv,658
green,0,time_period_02,place-pktrm,69815
green,0,time_period_02,place-plsgr,45
green,0,time_period_02,place-prmnl,1076
green,0,time_period_02,place-river,0
green,0,time_period_02,place-rsmnl,2328
green,0,time_period_02,place-rvrwy,117
green,0,time_period_02,place-smary,78
green,0,time_period_02,place-sougr,0
green,0,time_period_02,place-spmnl,2637
green,0,time_period_02,place-sthld,55
green,0,time_period_02,place-stpul,59
green,0,time_period_02,place-sumav,123
green,0,time_period_02,place-symcl,1040
green,0,time_period_02,place-tapst,57
green,0,time_period_02,place-waban,104
green,0,time_period_02,place-wascm,358
green,0,time_period_02,place-woodl,0
green,0,time_period_02,place-wrnst,303
green,0,time_period_03,place-alsgr,2213
green,0,time_period_03,place-armnl,27282
green,0,time_period_03,place-babck,770
green,0,time_period_03,place-bckhl,331
green,0,time_period_03,place-bcnfd,3587
green,0,time_period_03,place-bcnwa,866
green,0,time_period_03,place-bland,1125
green,0,time_period_03,place-bndhl,536
green,0,time_period_03,place-boyls,29855
green,0,time_period_03,place-brico,1413
green,0,time_period_03,place-brkhl,2925
green,0,time_period_03,place-brmnl,506
green,0,time_period_03,place-bucen,867
green,0,time_period_03,place-buest,613
green,0,time_period_03,place-buwst,277
green,0,time_period_03,place-bvmnl,9878
green,0,time_period_03,place-chhil,1127
green,0,time_period_03,place-chill,270
green,0,time_period_03,place-chswk,265
green,0,time_period_03,place-clmnl,0
green,0,time_period_03,place-coecl,76339
green,0,time_period_03,place-cool,2830
green,0,time_period_03,place-denrd,125
green,0,time_period_03,place-eliot,488
green,0,time_period_03,place-engav,0
green,0,time_period_03,place-fbkst,319
green,0,time_period_03,place-fenwd,112
green,0,time_period_03,place-fenwy,5434
green,0,time_period_03,place-gover,228113
green,0,time_period_03,place-grigg,2204
green,0,time_period_03,place-haecl,93483
green,0,time_period_03,place-harvd,3507
green,0,time_period_03,place-hsmnl,0
green,0,time_period_03,place-hwsst,355
green,0,time_period_03,place-hymnl,18791
green,0,time_period_03,place-kencl,22719
green,0,time_period_03,place-kntst,365
green,0,time_period_03,place-lake,0
green,0,time_period_03,place-lech,86982
green,0,time_period_03,place-lngmd,783
green,0,time_period_03,place-longw,5251
green,0,time_period_03,place-mfa,770
green,0,time_period_03,place-mispk,245
green,0,time_period_03,place-newtn,935
green,0,time_period_03,place-newto,1243
green,0,time_period_03,place-north,175125
green,0,time_period_03,place-nuniv,2090
green,0,time_period_03,place-pktrm,372177
green,0,time_period_03,place-plsgr,427
green,0,time_period_03,place-prmnl,5156
green,0,time_period_03,place-river,0
green,0,time_period_03,place-rsmnl,11263
green,0,time_period_03,place-rvrwy,402
green,0,time_period_03,place-smary,1234
green,0,time_period_03,place-sougr,1
green,0,time_period_03,place-spmnl,21286
green,0,time_period_03,place-sthld,766
green,0,time_period_03,place-stpul,674
green,0,time_period_03,place-sumav,1948
green,0,time_period_03,place-symcl,3913
green,0,time_period_03,place-tapst,171
green,0,time_period_03,place-waban,507
green,0,time_period_03,place-wascm,2146
green,0,time_period_03,place-woodl,6
green,0,time_period_03,place-wrnst,2514
green,0,time_period_04,place-alsgr,2258
green,0,time_period_04,place-armnl,45676
green,0,time_period_04,place-babck,2139
green,0,time_period_04,place-bckhl,293
green,0,time_period_04,place-bcnfd,2481
green,0,time_period_04,place-bcnwa,796
green,0,time_period_04,place-bland,10227
green,0,time_period_04,place-bndhl,400
green,0,time_period_04,place-boyls,72322
green,0,time_period_04,place-brico,5992
green,0,time_period_04,place-brkhl,3701
green,0,time_period_04,place-brmnl,1661
green,0,time_period_04,place-bucen,12169
green,0,time_period_04,place-buest,11065
green,0,time_period_04,place-buwst,2621
green,0,time_period_04,place-bvmnl,11894
green,0,time_period_04,place-chhil,1161
green,0,time_period_04,place-chill,498
green,0,time_period_04,place-chswk,449
green,0,time_period_04,place-clmnl,0
green,0,time_period_04,place-coecl,102971
green,0,time_period_04,place-cool,10352
green,0,time_period_04,place-denrd,228
green,0,time_period_04,place-eliot,517
green,0,time_period_04,place-engav,35
green,0,time_period_04,place-fbkst,432
green,0,time_period_04,place-fenwd,489
green,0,time_period_04,place-fenwy,8863
green,0,time_period_04,place-gover,227882
green,0,time_period_04,place-grigg,2582
green,0,time_period_04,place-haecl,105043
green,0,time_period_04,place-harvd,8934
green,0,time_period_04,place-hsmnl,0
green,0,time_period_04,place-hwsst,1264
green,0,time_period_04,place-hymnl,41987
green,0,time_period_04,place-kencl,44540
green,0,time_period_04,place-kntst,1226
green,0,time_period_04,place-lake,0
green,0,time_period_04,place-lech,90601
green,0,time_period_04,place-lngmd,2569
green,0,time_period_04,place-longw,8367
green,0,time_period_04,place-mfa,2199
green,0,time_period_04,place-mispk,606
green,0,time_period_04,place-newtn,1127
green,0,time_period_04,place-newto,1959
green,0,time_period_04,place-north,121909
green,0,time_period_04,place-nuniv,7151
green,0,time_period_04,place-pktrm,439145
green,0,time_period_04,place-plsgr,2586
green,0,time_period_04,place-prmnl,9293
green,0,time_period_04,place-river,0
green,0,time_period_04,place-rsmnl,9467
green,0,time_period_04,place-rvrwy,550
green,0,time_period_04,place-smary,5465
green,0,time_period_04,place-sougr,17
green,0,time_period_04,place-spmnl,30430
green,0,time_period_04,place-sthld,1051
green,0,time_period_04,place-stpul,1408
green,0,time_period_04,place-sumav,3346
green,0,time_period_04,place-symcl,7103
green,0,time_period_04,place-tapst,602
green,0,time_period_04,place-waban,657
green,0,time_period_04,place-wascm,3519
green,0,time_period_04,place-woodl,88
green,0,time_period_04,place-wrnst,3100
green,0,time_period_05,place-alsgr,1243
green,0,time_period_05,place-armnl,36122
green,0,time_period_05,place-babck,1837
green,0,time_period_05,place-bckhl,168
green,0,time_period_05,place-bcnfd,1295
green,0,time_period_05,place-bcnwa,710
green,0,time_period_05,place-bland,9243
green,0,time_period_05,place-bndhl,199
green,0,time_period_05,place-boyls,59490
green,0,time_period_05,place-brico,5236
green,0,time_period_05,place-brkhl,5745
green,0,time_period_05,place-brmnl,1868
green,0,time_period_05,place-bucen,11276
green,0,time_period_05,place-buest,9290
green,0,time_period_05,place-buwst,3027
green,0,time_period_05,place-bvmnl,6905
green,0,time_period_05,place-chhil,1572
green,0,time_period_05,place-chill,379
green,0,time_period_05,place-chswk,194
green,0,time_period_05,place-clmnl,0
green,0,time_period_05,place-coecl,82072
green,0,time_period_05,place-cool,8962
green,0,time_period_05,place-denrd,91
green,0,time_period_05,place-eliot,222
green,0,time_period_05,place-engav,11
green,0,time_period_05,place-fbkst,209
green,0,time_period_05,place-fenwd,559
green,0,time_period_05,place-fenwy,9433
green,0,time_period_05,place-gover,159965
green,0,time_period_05,place-grigg,1626
green,0,time_period_05,place-haecl,69113
green,0,time_period_05,place-harvd,8492
green,0,time_period_05,place-hsmnl,0
green,0,time_period_05,place-hwsst,910
green,0,time_period_05,place-hymnl,41431
green,0,time_period_05,place-kencl,33764
green,0,time_period_05,place-kntst,913
green,0,time_period_05,place-lake,0
green,0,time_period_05,place-lech,67752
green,0,time_period_05,place-lngmd,2112
green,0,time_period_05,place-longw,12394
green,0,time_period_05,place-mfa,1754
green,0,time_period_05,place-mispk,338
green,0,time_period_05,place-newtn,539
green,0,time_period_05,place-newto,1312
green,0,time_period_05,place-north,58313
green,0,time_period_05,place-nuniv,6506
green,0,time_period_05,place-pktrm,264047
green,0,time_period_05,place-plsgr,2024
green,0,time_period_05,place-prmnl,6350
green,0,time_period_05,place-river,0
green,0,time_period_05,place-rsmnl,4205
green,0,time_period_05,place-rvrwy,283
green,0,time_period_05,place-smary,5685
green,0,time_period_05,place-sougr,9
green,0,time_period_05,place-spmnl,25542
green,0,time_period_05,place-sthld,387
green,0,time_period_05,place-stpul,846
green,0,time_period_05,place-sumav,1727
green,0,time_period_05,place-symcl,4291
green,0,time_period_05,place-tapst,469
green,0,time_period_05,place-waban,291
green,0,time_period_05,place-wascm,1571
green,0,time_period_05,place-woodl,12
green,0,time_period_05,place-wrnst,2238
green,0,time_period_06,place-alsgr,1573
green,0,time_period_06,place-armnl,74596
green,0,time_period_06,place-babck,2253
green,0,time_period_06,place-bckhl,174
green,0,time_period_06,place-bcnfd,1325
green,0,time_period_06,place-bcnwa,946
green,0,time_period_06,place-bland,9255
green,0,time_period_06,place-bndhl,279
green,0,time_period_06,place-boyls,97585
green,0,time_period_06,place-brico,6634
green,0,time_period_06,place-brkhl,3317
green,0,time_period_06,place-brmnl,2909
green,0,time_period_06,place-bucen,10302
green,0,time_period_06,place-buest,8875
green,0,time_period_06,place-buwst,4109
green,0,time_period_06,place-bvmnl,7000
green,0,time_period_06,place-chhil,2225
green,0,time_period_06,place-chill,543
green,0,time_period_06,place-chswk,238
green,0,time_period_06,place-clmnl,0
green,0,time_period_06,place-coecl,155972
green,0,time_period_06,place-cool,13587
green,0,time_period_06,place-denrd,153
green,0,time_period_06,place-eliot,343
green,0,time_period_06,place-engav,37
green,0,time_period_06,place-fbkst,333
green,0,time_period_06,place-fenwd,987
green,0,time_period_06,place-fenwy,11866
green,0,time_period_06,place-gover,244037
green,0,time_period_06,place-grigg,2026
green,0,time_period_06,place-haecl,82627
green,0,time_period_06,place-harvd,10738
green,0,time_period_06,place-hsmnl,0
green,0,time_period_06,place-hwsst,1266
green,0,time_period_06,place-hymnl,89261
green,0,time_period_06,place-kencl,57995
green,0,time_period_06,place-kntst,1385
green,0,time_period_06,place-lake,0
green,0,time_period_06,place-lech,125002
green,0,time_period_06,place-lngmd,2779
green,0,time_period_06,place-longw,17731
green,0,time_period_06,place-mfa,2514
green,0,time_period_06,place-mispk,397
green,0,time_period_06,place-newtn,1039
green,0,time_period_06,place-newto,1689
green,0,time_period_06,place-north,102516
green,0,time_period_06,place-nuniv,7982
green,0,time_period_06,place-pktrm,461955
green,0,time_period_06,place-plsgr,2777
green,0,time_period_06,place-prmnl,9592
green,0,time_period_06,place-river,0
green,0,time_period_06,place-rsmnl,4523
green,0,time_period_06,place-rvrwy,406
green,0,time_period_06,place-smary,9148
green,0,time_period_06,place-sougr,1
green,0,time_period_06,place-spmnl,49300
green,0,time_period_06,place-sthld,376
green,0,time_period_06,place-stpul,1096
green,0,time_period_06,place-sumav,2181
green,0,time_period_06,place-symcl,6192
green,0,time_period_06,place-tapst,799
green,0,time_period_06,place-waban,445
green,0,time_period_06,place-wascm,2339
green,0,time_period_06,place-woodl,8
green,0,time_period_06,place-wrnst,1856
green,0,time_period_07,place-alsgr,1888
green,0,time_period_07,place-armnl,48114
green,0,time_period_07,place-babck,3095
green,0,time_period_07,place-bckhl,84
green,0,time_period_07,place-bcnfd,1006
green,0,time_period_07,place-bcnwa,956
green,0,time_period_07,place-bland,11535
green,0,time_period_07,place-bndhl,186
green,0,time_period_07,place-boyls,89516
green,0,time_period_07,place-brico,9637
green,0,time_period_07,place-brkhl,2119
green,0,time_period_07,place-brmnl,1760
green,0,time_period_07,place-bucen,17700
green,0,time_period_07,place-buest,12347
green,0,time_period_07,place-buwst,5864
green,0,time_period_07,place-bvmnl,6443
green,0,time_period_07,place-chhil,1242
green,0,time_period_07,place-chill,552
green,0,time_period_07,place-chswk,207
green,0,time_period_07,place-clmnl,0
green,0,time_period_07,place-coecl,119093
green,0,time_period_07,place-cool,15991
green,0,time_period_07,place-denrd,164
green,0,time_period_07,place-eliot,162
green,0,time_period_07,place-engav,18
green,0,time_period_07,place-fbkst,218
green,0,time_period_07,place-fenwd,655
green,0,time_period_07,place-fenwy,15046
green,0,time_period_07,place-gover,112343
green,0,time_period_07,place-grigg,2615
green,0,time_period_07,place-haecl,58158
green,0,time_period_07,place-harvd,13582
green,0,time_period_07,place-hsmnl,0
green,0,time_period_07,place-hwsst,1186
green,0,time_period_07,place-hymnl,86034
green,0,time_period_07,place-kencl,52764
green,0,time_period_07,place-kntst,971
green,0,time_period_07,place-lake,0
green,0,time_period_07,place-lech,75905
green,0,time_period_07,place-lngmd,2073
green,0,time_period_07,place-longw,17129
green,0,time_period_07,place-mfa,2054
green,0,time_period_07,place-mispk,279
green,0,time_period_07,place-newtn,491
green,0,time_period_07,place-newto,1231
green,0,time_period_07,place-north,61452
green,0,time_period_07,place-nuniv,10523
green,0,time_period_07,place-pktrm,279417
green,0,time_period_07,place-plsgr,5292
green,0,time_period_07,place-prmnl,8930
green,0,time_period_07,place-river,0
green,0,time_period_07,place-rsmnl,3437
green,0,time_period_07,place-rvrwy,172
green,0,time_period_07,place-smary,10224
green,0,time_period_07,place-sougr,0
green,0,time_period_07,place-spmnl,26684
green,0,time_period_07,place-sthld,362
green,0,time_period_07,place-stpul,1178
green,0,time_period_07,place-sumav,2068
green,0,time_period_07,place-symcl,5868
green,0,time_period_07,place-tapst,974
green,0,time_period_07,place-waban,246
green,0,time_period_07,place-wascm,2131
green,0,time_period_07,place-woodl,23
green,0,time_period_07,place-wrnst,1775
green,0,time_period_08,place-alsgr,368
green,0,time_period_08,place-armnl,13362
green,0,time_period_08,place-babck,969
green,0,time_period_08,place-bckhl,27
green,0,time_period_08,place-bcnfd,186
green,0,time_period_08,place-bcnwa,152
green,0,time_period_08,place-bland,2278
green,0,time_period_08,place-bndhl,45
green,0,time_period_08,place-boyls,30947
green,0,time_period_08,place-brico,1915
green,0,time_period_08,place-brkhl,309
green,0,time_period_08,place-brmnl,348
green,0,time_period_08,place-bucen,5815
green,0,time_period_08,place-buest,2183
green,0,time_period_08,place-buwst,1551
green,0,time_period_08,place-bvmnl,1270
green,0,time_period_08,place-chhil,291
green,0,time_period_08,place-chill,56
green,0,time_period_08,place-chswk,3
green,0,time_period_08,place-clmnl,0
green,0,time_period_08,place-coecl,22029
green,0,time_period_08,place-cool,1894
green,0,time_period_08,place-denrd,5
green,0,time_period_08,place-eliot,4
green,0,time_period_08,place-engav,0
green,0,time_period_08,place-fbkst,31
green,0,time_period_08,place-fenwd,100
green,0,time_period_08,place-fenwy,3358
green,0,time_period_08,place-gover,27574
green,0,time_period_08,place-grigg,702
green,0,time_period_08,place-haecl,19491
green,0,time_period_08,place-harvd,4377
green,0,time_period_08,place-hsmnl,0
green,0,time_period_08,place-hwsst,142
green,0,time_period_08,place-hymnl,24229
green,0,time_period_08,place-kencl,19089
green,0,time_period_08,place-kntst,169
green,0,time_period_08,place-lake,0
green,0,time_period_08,place-lech,15923
green,0,time_period_08,place-lngmd,486
green,0,time_period_08,place-longw,2071
green,0,time_period_08,place-mfa,498
green,0,time_period_08,place-mispk,71
green,0,time_period_08,place-newtn,123
green,0,time_period_08,place-newto,257
green,0,time_period_08,place-north,46218
green,0,time_period_08,place-nuniv,2983
green,0,time_period_08,place-pktrm,58851
green,0,time_period_08,place-plsgr,1964
green,0,time_period_08,place-prmnl,1674
green,0,time_period_08,place-river,0
green,0,time_period_08,place-rsmnl,850
green,0,time_period_08,place-rvrwy,78
green,0,time_period_08,place-smary,1779
green,0,time_period_08,place-sougr,0
green,0,time_period_08,place-spmnl,5323
green,0,time_period_08,place-sthld,45
